repair_attempt_id,repair_row_id,variant,warm_start,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,optimizer_seed,optimizer_restarts,attempt_path,result_path,result_sha256,lml,ls_opt,ls_init,const_opt,kernel_constant_init,kernel_ls_init,actual_fit,interpolation_used
repair__f25__gengamma__2021_1pct__t0009__m170__salt_02,repair__f25__gengamma__2021_1pct__t0009__m170,salt_02,False,25,gengamma,2021_1pct,9,0.17,1961343584,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct/toy_0009/m170MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct/toy_0009/m170MeV/salt_02/attempt_001/repair_row_enriched.csv,62776253a0fcef31f30d641a0a05dedf55b9c8ad31a35b23527e70ea734bb891,1137.8405043319144,0.4950681280635144,0.1248611419752198,56.48353016849796,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct__t0009__m170__salt_03,repair__f25__gengamma__2021_1pct__t0009__m170,salt_03,False,25,gengamma,2021_1pct,9,0.17,3522979598,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct/toy_0009/m170MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct/toy_0009/m170MeV/salt_03/attempt_001/repair_row_enriched.csv,debe2021e404b67f800945c7b99ce3e3189e61c9226488ea5f06ba339e16c324,1137.840504200144,0.4950676200748093,0.1248611419752198,56.483730179781574,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct__t0009__m170__warm,repair__f25__gengamma__2021_1pct__t0009__m170,warm,True,25,gengamma,2021_1pct,9,0.17,1685191145,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct/toy_0009/m170MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct/toy_0009/m170MeV/warm/attempt_001/repair_row_enriched.csv,1b2fdb821c560a956043044db32e1288a1aca1a69cc38d744b3f43ec0c6f1c8d,1137.8405041654387,0.4950691441619717,0.1248611419752198,56.48443538471439,48.18398410432019,0.4762017108954186,True,False
repair__f25__gengamma__2021_1pct_x10__t0006__m130__salt_01,repair__f25__gengamma__2021_1pct_x10__t0006__m130,salt_01,False,25,gengamma,2021_1pct_x10,6,0.13,3751364249,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/salt_01/attempt_001/repair_row_enriched.csv,4bd940fdcbd84a84667cb291fbf1731bb108f58d3ac213e3939c96c709e8f912,1530.30172486098,0.2909659596483453,0.1244015370006943,222.08063370750767,1.0,0.1244015370006943,True,False
repair__f25__gengamma__2021_1pct_x10__t0006__m130__salt_02,repair__f25__gengamma__2021_1pct_x10__t0006__m130,salt_02,False,25,gengamma,2021_1pct_x10,6,0.13,3136473643,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/salt_02/attempt_001/repair_row_enriched.csv,dfe5bff828fc722edc78fbf215b1538ca962473349f6a385a5e4b276e9d51f11,1530.301722574702,0.2909535546689348,0.1244015370006943,221.93250603503023,1.0,0.1244015370006943,True,False
repair__f25__gengamma__2021_1pct_x10__t0006__m130__salt_03,repair__f25__gengamma__2021_1pct_x10__t0006__m130,salt_03,False,25,gengamma,2021_1pct_x10,6,0.13,710652626,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/salt_03/attempt_001/repair_row_enriched.csv,d4f103db274ee780c2636df4d7197fe464101ec1a6c50abfa1e1bff15f1d09e3,1530.3017280578729,0.2909657261115873,0.1244015370006943,222.08173714978895,1.0,0.1244015370006943,True,False
repair__f25__gengamma__2021_1pct_x10__t0006__m130__warm,repair__f25__gengamma__2021_1pct_x10__t0006__m130,warm,True,25,gengamma,2021_1pct_x10,6,0.13,4053231963,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0006/m130MeV/warm/attempt_001/repair_row_enriched.csv,ac6744ec1691fe9e7a47388212a80c2142887e6a912cc08d0dd6b244e81672fd,1530.3017227796054,0.2909651796662136,0.1244015370006943,222.07127871983235,221.97045790417508,0.2909594433394774,True,False
repair__f25__gengamma__2021_1pct_x10__t0007__m170__salt_01,repair__f25__gengamma__2021_1pct_x10__t0007__m170,salt_01,False,25,gengamma,2021_1pct_x10,7,0.17,3646493837,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0007/m170MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0007/m170MeV/salt_01/attempt_001/repair_row_enriched.csv,f5dd08fda00b4af5c1f05644b705dce7dec350008e335ef72a9ab97fa5f9abb9,1528.1491163398964,0.2806694033632619,0.1248611419752198,196.33116523716905,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct_x10__t0007__m170__salt_02,repair__f25__gengamma__2021_1pct_x10__t0007__m170,salt_02,False,25,gengamma,2021_1pct_x10,7,0.17,995153268,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0007/m170MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0007/m170MeV/salt_02/attempt_001/repair_row_enriched.csv,9e36d9f92b63d6b92544e9c63fb9bdb689d77f4dcd0a39adc9f364096a69e5e2,1528.1491148009904,0.2806693902599437,0.1248611419752198,196.33248973301423,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct_x10__t0007__m170__salt_03,repair__f25__gengamma__2021_1pct_x10__t0007__m170,salt_03,False,25,gengamma,2021_1pct_x10,7,0.17,1649074414,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0007/m170MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x10/toy_0007/m170MeV/salt_03/attempt_001/repair_row_enriched.csv,de51ea78810a9a6b8ba853dc747a2b93bfb8197d1b0236c88a639081106187ef,1528.1491143700157,0.2806610673152943,0.1248611419752198,196.24512523539263,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m150__salt_01,repair__f25__gengamma__2021_1pct_x100__t0000__m150,salt_01,False,25,gengamma,2021_1pct_x100,0,0.15,3554385083,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/salt_01/attempt_001/repair_row_enriched.csv,aed7994655a6b2e68bee480e9b26cf4c7a874663f241bdaeff744f5d02f3203b,1973.448208073788,0.3567893265301534,0.1234891784466056,6504.980980295299,1.0,0.1234891784466056,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m150__salt_02,repair__f25__gengamma__2021_1pct_x100__t0000__m150,salt_02,False,25,gengamma,2021_1pct_x100,0,0.15,3493684955,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/salt_02/attempt_001/repair_row_enriched.csv,3f9983abf01a898ed05365961cb9fd86e333e609522a0f55717112d79cae713b,1973.449956846321,0.3573313121547928,0.1234891784466056,6672.614059731683,1.0,0.1234891784466056,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m150__salt_03,repair__f25__gengamma__2021_1pct_x100__t0000__m150,salt_03,False,25,gengamma,2021_1pct_x100,0,0.15,115885232,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/salt_03/attempt_001/repair_row_enriched.csv,aa2d089227d1a2b996a693e2db032e550bf113159ed46930ba9367d8eff96e44,1973.4491646881795,0.3572146925525281,0.1234891784466056,6646.689070796079,1.0,0.1234891784466056,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m150__warm,repair__f25__gengamma__2021_1pct_x100__t0000__m150,warm,True,25,gengamma,2021_1pct_x100,0,0.15,2330463024,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/warm/attempt_001/repair_row_enriched.csv,2ba7dbca6ff09c6aee45fa5451558bbaea89ab6b02ddda2e4ea9ba4db1e0898e,1973.4508919104517,0.3572768644909646,0.1234891784466056,6647.629994680112,6647.629994680112,0.3572768644909646,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m230__salt_01,repair__f25__gengamma__2021_1pct_x100__t0000__m230,salt_01,False,25,gengamma,2021_1pct_x100,0,0.23,1791510882,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,927f9c297377be29079aa05a58a5005de34e413928c1f0b74b5b6d17fa6f3218,1912.2348637984312,0.3680115595842268,0.1367087832386334,10384.009409200144,1.0,0.1367087832386334,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m230__salt_02,repair__f25__gengamma__2021_1pct_x100__t0000__m230,salt_02,False,25,gengamma,2021_1pct_x100,0,0.23,932229581,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,2b31ea748de440f77217d5fd93bb35cefbb56fd6a07a6308a1290c93439b90cb,1912.2390662056112,0.3662800533624988,0.1367087832386334,9763.411718569603,1.0,0.1367087832386334,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m230__salt_03,repair__f25__gengamma__2021_1pct_x100__t0000__m230,salt_03,False,25,gengamma,2021_1pct_x100,0,0.23,2332525286,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,945dcec69be0cdd4ce0f6f60b38f5bc6b2c098c734c85580cde22b8acb5cbd5f,1912.239129503098,0.3670790411487949,0.1367087832386334,10065.500204795491,1.0,0.1367087832386334,True,False
repair__f25__gengamma__2021_1pct_x100__t0000__m230__warm,repair__f25__gengamma__2021_1pct_x100__t0000__m230,warm,True,25,gengamma,2021_1pct_x100,0,0.23,1915834432,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m230MeV/warm/attempt_001/repair_row_enriched.csv,a90cc41a1a55751fa1fe423c8fa9f9981ddce60a7bf6f34b3ca09439508f94b6,1912.116853451468,0.3438854038427896,0.1367087832386334,4034.948773586698,4034.948773586698,0.3438854038427896,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m070__salt_01,repair__f25__gengamma__2021_1pct_x100__t0001__m070,salt_01,False,25,gengamma,2021_1pct_x100,1,0.07,3602165369,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/salt_01/attempt_001/repair_row_enriched.csv,ff07d0db9a41d0f894c7b5eba76035e090252ee48cf09f2d1fa5c2ec2fe480b3,1999.464073127868,0.3644274202056959,0.160299044324051,9862.69650051806,1.0,0.160299044324051,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m070__salt_02,repair__f25__gengamma__2021_1pct_x100__t0001__m070,salt_02,False,25,gengamma,2021_1pct_x100,1,0.07,3173245755,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/salt_02/attempt_001/repair_row_enriched.csv,d4ce752186ff4b3bd04f47f5903acca2b2ad028f3483d49cb68827dbec7d2cfe,1999.4653216249455,0.3645009380629086,0.160299044324051,9884.929792533792,1.0,0.160299044324051,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m070__salt_03,repair__f25__gengamma__2021_1pct_x100__t0001__m070,salt_03,False,25,gengamma,2021_1pct_x100,1,0.07,4072460203,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/salt_03/attempt_001/repair_row_enriched.csv,ff3f13b0724c0635f6e3c9db51e6603d554b640b6e9ad6ade836c293b20f020e,1630.7378133487994,0.0585110162071806,0.160299044324051,15.259364435135792,1.0,0.160299044324051,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m070__warm,repair__f25__gengamma__2021_1pct_x100__t0001__m070,warm,True,25,gengamma,2021_1pct_x100,1,0.07,253313121,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m070MeV/warm/attempt_001/repair_row_enriched.csv,452ab77a742ffdf93d73bb20c35732381840be1daedbccc0d0843ceaed1a7836,1999.4655315370435,0.3645248763081085,0.160299044324051,9903.276572764287,9903.276572764287,0.3645248763081085,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m130__salt_01,repair__f25__gengamma__2021_1pct_x100__t0001__m130,salt_01,False,25,gengamma,2021_1pct_x100,1,0.13,2930813855,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/salt_01/attempt_001/repair_row_enriched.csv,eb8bb8ddd528d1371fb0f06e1e1f4c00b33ede5349ba03887c86016bbb438424,1970.3661226292152,0.3714087620906247,0.1244015370006943,13714.21825167676,1.0,0.1244015370006943,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m130__salt_02,repair__f25__gengamma__2021_1pct_x100__t0001__m130,salt_02,False,25,gengamma,2021_1pct_x100,1,0.13,1162293428,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/salt_02/attempt_001/repair_row_enriched.csv,c9f1f7905e023e911734c4648f804b8fd20c3044d80bcee4541a447b8004952b,1963.9299004501536,0.4088798393333904,0.1244015370006943,29112.76278039419,1.0,0.1244015370006943,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m130__salt_03,repair__f25__gengamma__2021_1pct_x100__t0001__m130,salt_03,False,25,gengamma,2021_1pct_x100,1,0.13,3998151234,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/salt_03/attempt_001/repair_row_enriched.csv,d08cfdb3386e6b0e52927b1335407474b82b025d588dbca8ee00c53afb29f14e,1970.3628575988732,0.3714048296510031,0.1244015370006943,13712.310851972146,1.0,0.1244015370006943,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m130__warm,repair__f25__gengamma__2021_1pct_x100__t0001__m130,warm,True,25,gengamma,2021_1pct_x100,1,0.13,1275055008,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m130MeV/warm/attempt_001/repair_row_enriched.csv,7f902cde52eb9dadb962e22415e1c4b753c0397e23d73408285424e5d0f0975e,1970.364424827083,0.3714751877913257,0.1244015370006943,13825.81799974683,13730.317590728424,0.3714264261508299,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m170__salt_01,repair__f25__gengamma__2021_1pct_x100__t0001__m170,salt_01,False,25,gengamma,2021_1pct_x100,1,0.17,582224208,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/salt_01/attempt_001/repair_row_enriched.csv,27b1193844e56ba35bd806ea5695fe34bebf0c010f854caa3a3406f295b7b056,1940.27232204478,0.364456618352899,0.1248611419752198,10770.042150870624,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m170__salt_02,repair__f25__gengamma__2021_1pct_x100__t0001__m170,salt_02,False,25,gengamma,2021_1pct_x100,1,0.17,3031671206,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/salt_02/attempt_001/repair_row_enriched.csv,a4dd6bf5a134d359ded3723a514001feb31d5cfad46e41f00a2c96243a7b90e4,1940.274445763628,0.3650605377407208,0.1248611419752198,11100.931316264836,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m170__salt_03,repair__f25__gengamma__2021_1pct_x100__t0001__m170,salt_03,False,25,gengamma,2021_1pct_x100,1,0.17,3112035757,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/salt_03/attempt_001/repair_row_enriched.csv,c142fea4e32c9bf637aa9f596e4bc72b60152a56f768d5fc3c013140a5cee09c,1940.273591931292,0.3650646781112192,0.1248611419752198,11097.28641249945,1.0,0.1248611419752198,True,False
repair__f25__gengamma__2021_1pct_x100__t0001__m170__warm,repair__f25__gengamma__2021_1pct_x100__t0001__m170,warm,True,25,gengamma,2021_1pct_x100,1,0.17,2952030729,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/warm/attempt_001/repair_row_enriched.csv,7e5d1378229fb3c2ab5db909086cd45dac24a03b9c373d9c5d0c50fb56793dfa,1940.2763111446548,0.3652119359473478,0.1248611419752198,11130.36265423907,557.5164836942314,0.2857210265372512,True,False
repair__f25__gengamma__2021_1pct_x100__t0004__m150__salt_01,repair__f25__gengamma__2021_1pct_x100__t0004__m150,salt_01,False,25,gengamma,2021_1pct_x100,4,0.15,701991436,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0004/m150MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0004/m150MeV/salt_01/attempt_001/repair_row_enriched.csv,eb29447d5da3498d63cf8605475876aaae6163d6c52a71321a17abe2fc45384a,1970.0229982703847,0.3118997000452351,0.1234891784466056,1359.3462453515017,1.0,0.1234891784466056,True,False
